post_id,image_idx,image_local_path,paragraph_index,best_chunk_global_idx,image_chunk_similarity,cej_stage,chunk_text,similarity_status,text_cluster,text_cluster_label,image_subcluster,image_subcluster_global,img_umap_x,img_umap_y
54,54007,/content/drive/MyDrive/LG/0530/CodeZero_분석용_데이터/images/0054/img_07.jpg,7,199.0,0.0411618202924728,관리,"LG코드제로A9 A9S M9 무선 청소기와 호환되는 물걸레 패드는 사용 후 올바르게 관리하는 것이 중요하다. 사용 후에는 깨끗한 물로 헹궈 잔여물이나 오염물을 제거하고 그늘에서 건조시킨다. 직사광선을 피하고 습기가 없는 곳에 보관하면 내구성을 높일 수 있다. 또한, 장기간 사용하지 않을 경우 밀폐된 공간에서 보관하여 먼지나 이물질이 묻지 않도록 하는 것이 바람직하다.",valid_match,0,필터/먼지봉투 청소 및 교체 관리,2,T0_I2,-0.1665422,1.0356609
54,54009,/content/drive/MyDrive/LG/0530/CodeZero_분석용_데이터/images/0054/img_09.jpg,9,199.0,0.1253338009119033,관리,"LG코드제로A9 A9S M9 무선 청소기와 호환되는 물걸레 패드는 사용 후 올바르게 관리하는 것이 중요하다. 사용 후에는 깨끗한 물로 헹궈 잔여물이나 오염물을 제거하고 그늘에서 건조시킨다. 직사광선을 피하고 습기가 없는 곳에 보관하면 내구성을 높일 수 있다. 또한, 장기간 사용하지 않을 경우 밀폐된 공간에서 보관하여 먼지나 이물질이 묻지 않도록 하는 것이 바람직하다.",valid_match,0,필터/먼지봉투 청소 및 교체 관리,2,T0_I2,-0.13164015,0.9958123
55,55001,/content/drive/MyDrive/LG/0530/CodeZero_분석용_데이터/images/0055/img_01.jpg,1,200.0,0.1000466495752334,관리,"청소기 성능을 오래 유지하려면 필터 청소가 필수 특히 무선 청소기는 필터가 막히면 흡입력이 급격히 떨어지고, 배터리 소모도 빨라집니다. 오늘은 제조사 가이드를 참고하여 배기 필터와 프리 필터 청소 방법을 단계별로 정리해드리겠습니다. 먼저 제품 본체에서 배터리를 분리 / 전원 안전을 위해 청소 전 반드시 이 단계를 거쳐야 합니다. 덮개 손잡이를 잡고 앞쪽으로 당겨 배기 필터 덮개를 엽니다. 본체 내부에서 배기 필터를 꺼냅니다. 2 in 1 흡입구를 사용해 모터 부분의 먼지를 청소합니다. 필터 아래에 모터가 있으므로 제품 본체를 물로 세척하면 안 됩니다. ​ 등에 있는 흡입구를 기울인 뒤 왼쪽으로 돌려 큰 먼지 분리 장치를 분리합니다.",valid_match,0,필터/먼지봉투 청소 및 교체 관리,2,T0_I2,-0.84382826,-3.2152286
55,55002,/content/drive/MyDrive/LG/0530/CodeZero_분석용_데이터/images/0055/img_02.jpg,2,200.0,0.158383622765541,관리,"청소기 성능을 오래 유지하려면 필터 청소가 필수 특히 무선 청소기는 필터가 막히면 흡입력이 급격히 떨어지고, 배터리 소모도 빨라집니다. 오늘은 제조사 가이드를 참고하여 배기 필터와 프리 필터 청소 방법을 단계별로 정리해드리겠습니다. 먼저 제품 본체에서 배터리를 분리 / 전원 안전을 위해 청소 전 반드시 이 단계를 거쳐야 합니다. 덮개 손잡이를 잡고 앞쪽으로 당겨 배기 필터 덮개를 엽니다. 본체 내부에서 배기 필터를 꺼냅니다. 2 in 1 흡입구를 사용해 모터 부분의 먼지를 청소합니다. 필터 아래에 모터가 있으므로 제품 본체를 물로 세척하면 안 됩니다. ​ 등에 있는 흡입구를 기울인 뒤 왼쪽으로 돌려 큰 먼지 분리 장치를 분리합니다.",valid_match,0,필터/먼지봉투 청소 및 교체 관리,0,T0_I0,-1.9281106,3.522248
55,55003,/content/drive/MyDrive/LG/0530/CodeZero_분석용_데이터/images/0055/img_03.jpg,3,200.0,0.1279168426990509,관리,"청소기 성능을 오래 유지하려면 필터 청소가 필수 특히 무선 청소기는 필터가 막히면 흡입력이 급격히 떨어지고, 배터리 소모도 빨라집니다. 오늘은 제조사 가이드를 참고하여 배기 필터와 프리 필터 청소 방법을 단계별로 정리해드리겠습니다. 먼저 제품 본체에서 배터리를 분리 / 전원 안전을 위해 청소 전 반드시 이 단계를 거쳐야 합니다. 덮개 손잡이를 잡고 앞쪽으로 당겨 배기 필터 덮개를 엽니다. 본체 내부에서 배기 필터를 꺼냅니다. 2 in 1 흡입구를 사용해 모터 부분의 먼지를 청소합니다. 필터 아래에 모터가 있으므로 제품 본체를 물로 세척하면 안 됩니다. ​ 등에 있는 흡입구를 기울인 뒤 왼쪽으로 돌려 큰 먼지 분리 장치를 분리합니다.",valid_match,0,필터/먼지봉투 청소 및 교체 관리,0,T0_I0,-1.9730701,2.8182886
55,55004,/content/drive/MyDrive/LG/0530/CodeZero_분석용_데이터/images/0055/img_04.jpg,4,200.0,0.0970399975776672,관리,"청소기 성능을 오래 유지하려면 필터 청소가 필수 특히 무선 청소기는 필터가 막히면 흡입력이 급격히 떨어지고, 배터리 소모도 빨라집니다. 오늘은 제조사 가이드를 참고하여 배기 필터와 프리 필터 청소 방법을 단계별로 정리해드리겠습니다. 먼저 제품 본체에서 배터리를 분리 / 전원 안전을 위해 청소 전 반드시 이 단계를 거쳐야 합니다. 덮개 손잡이를 잡고 앞쪽으로 당겨 배기 필터 덮개를 엽니다. 본체 내부에서 배기 필터를 꺼냅니다. 2 in 1 흡입구를 사용해 모터 부분의 먼지를 청소합니다. 필터 아래에 모터가 있으므로 제품 본체를 물로 세척하면 안 됩니다. ​ 등에 있는 흡입구를 기울인 뒤 왼쪽으로 돌려 큰 먼지 분리 장치를 분리합니다.",valid_match,0,필터/먼지봉투 청소 및 교체 관리,1,T0_I1,5.5096216,1.440831
55,55005,/content/drive/MyDrive/LG/0530/CodeZero_분석용_데이터/images/0055/img_05.jpg,5,200.0,0.1027625575661659,관리,"청소기 성능을 오래 유지하려면 필터 청소가 필수 특히 무선 청소기는 필터가 막히면 흡입력이 급격히 떨어지고, 배터리 소모도 빨라집니다. 오늘은 제조사 가이드를 참고하여 배기 필터와 프리 필터 청소 방법을 단계별로 정리해드리겠습니다. 먼저 제품 본체에서 배터리를 분리 / 전원 안전을 위해 청소 전 반드시 이 단계를 거쳐야 합니다. 덮개 손잡이를 잡고 앞쪽으로 당겨 배기 필터 덮개를 엽니다. 본체 내부에서 배기 필터를 꺼냅니다. 2 in 1 흡입구를 사용해 모터 부분의 먼지를 청소합니다. 필터 아래에 모터가 있으므로 제품 본체를 물로 세척하면 안 됩니다. ​ 등에 있는 흡입구를 기울인 뒤 왼쪽으로 돌려 큰 먼지 분리 장치를 분리합니다.",valid_match,0,필터/먼지봉투 청소 및 교체 관리,1,T0_I1,5.465388,1.423026
55,55006,/content/drive/MyDrive/LG/0530/CodeZero_분석용_데이터/images/0055/img_06.jpg,6,200.0,0.1281828135251999,관리,"청소기 성능을 오래 유지하려면 필터 청소가 필수 특히 무선 청소기는 필터가 막히면 흡입력이 급격히 떨어지고, 배터리 소모도 빨라집니다. 오늘은 제조사 가이드를 참고하여 배기 필터와 프리 필터 청소 방법을 단계별로 정리해드리겠습니다. 먼저 제품 본체에서 배터리를 분리 / 전원 안전을 위해 청소 전 반드시 이 단계를 거쳐야 합니다. 덮개 손잡이를 잡고 앞쪽으로 당겨 배기 필터 덮개를 엽니다. 본체 내부에서 배기 필터를 꺼냅니다. 2 in 1 흡입구를 사용해 모터 부분의 먼지를 청소합니다. 필터 아래에 모터가 있으므로 제품 본체를 물로 세척하면 안 됩니다. ​ 등에 있는 흡입구를 기울인 뒤 왼쪽으로 돌려 큰 먼지 분리 장치를 분리합니다.",valid_match,0,필터/먼지봉투 청소 및 교체 관리,1,T0_I1,6.791746,1.7753409
55,55007,/content/drive/MyDrive/LG/0530/CodeZero_분석용_데이터/images/0055/img_07.jpg,7,200.0,0.158232644200325,관리,"청소기 성능을 오래 유지하려면 필터 청소가 필수 특히 무선 청소기는 필터가 막히면 흡입력이 급격히 떨어지고, 배터리 소모도 빨라집니다. 오늘은 제조사 가이드를 참고하여 배기 필터와 프리 필터 청소 방법을 단계별로 정리해드리겠습니다. 먼저 제품 본체에서 배터리를 분리 / 전원 안전을 위해 청소 전 반드시 이 단계를 거쳐야 합니다. 덮개 손잡이를 잡고 앞쪽으로 당겨 배기 필터 덮개를 엽니다. 본체 내부에서 배기 필터를 꺼냅니다. 2 in 1 흡입구를 사용해 모터 부분의 먼지를 청소합니다. 필터 아래에 모터가 있으므로 제품 본체를 물로 세척하면 안 됩니다. ​ 등에 있는 흡입구를 기울인 뒤 왼쪽으로 돌려 큰 먼지 분리 장치를 분리합니다.",valid_match,0,필터/먼지봉투 청소 및 교체 관리,2,T0_I2,-0.17923994,-0.60898036
55,55009,/content/drive/MyDrive/LG/0530/CodeZero_분석용_데이터/images/0055/img_09.jpg,9,200.0,0.1320507824420929,관리,"청소기 성능을 오래 유지하려면 필터 청소가 필수 특히 무선 청소기는 필터가 막히면 흡입력이 급격히 떨어지고, 배터리 소모도 빨라집니다. 오늘은 제조사 가이드를 참고하여 배기 필터와 프리 필터 청소 방법을 단계별로 정리해드리겠습니다. 먼저 제품 본체에서 배터리를 분리 / 전원 안전을 위해 청소 전 반드시 이 단계를 거쳐야 합니다. 덮개 손잡이를 잡고 앞쪽으로 당겨 배기 필터 덮개를 엽니다. 본체 내부에서 배기 필터를 꺼냅니다. 2 in 1 흡입구를 사용해 모터 부분의 먼지를 청소합니다. 필터 아래에 모터가 있으므로 제품 본체를 물로 세척하면 안 됩니다. ​ 등에 있는 흡입구를 기울인 뒤 왼쪽으로 돌려 큰 먼지 분리 장치를 분리합니다.",valid_match,0,필터/먼지봉투 청소 및 교체 관리,1,T0_I1,5.5407715,1.317883
55,55010,/content/drive/MyDrive/LG/0530/CodeZero_분석용_데이터/images/0055/img_10.jpg,10,200.0,0.1549074351787567,관리,"청소기 성능을 오래 유지하려면 필터 청소가 필수 특히 무선 청소기는 필터가 막히면 흡입력이 급격히 떨어지고, 배터리 소모도 빨라집니다. 오늘은 제조사 가이드를 참고하여 배기 필터와 프리 필터 청소 방법을 단계별로 정리해드리겠습니다. 먼저 제품 본체에서 배터리를 분리 / 전원 안전을 위해 청소 전 반드시 이 단계를 거쳐야 합니다. 덮개 손잡이를 잡고 앞쪽으로 당겨 배기 필터 덮개를 엽니다. 본체 내부에서 배기 필터를 꺼냅니다. 2 in 1 흡입구를 사용해 모터 부분의 먼지를 청소합니다. 필터 아래에 모터가 있으므로 제품 본체를 물로 세척하면 안 됩니다. ​ 등에 있는 흡입구를 기울인 뒤 왼쪽으로 돌려 큰 먼지 분리 장치를 분리합니다.",valid_match,0,필터/먼지봉투 청소 및 교체 관리,1,T0_I1,5.7994843,1.2329983
81,81007,/content/drive/MyDrive/LG/0530/CodeZero_분석용_데이터/images/0081/img_07.jpg,7,266.0,0.1349678635597229,관리,그리고 올인원타워 내부의 먼지 봉투 교체를 위해 꺼내보면 먼지를 흡입하는 강력한 모터 주변에 먼지가 꽤 많이 묻어있는 걸 볼 수 있을 거예요. 이런 먼지도 그냥 방치하면 나중에 찌든 때가 되고 일부는 모터로 들어가 lg 코드제로 a9s 올인원타워의 수명을 단축하는 원인이 되기도 합니다. 먼지 봉투를 교체할 때 물티슈로 한 번만 닦아줘도 깨끗해지니까 귀찮아하지 말고 1~2개월에 한 번만 슥~ 닦아 주세요. 깨끗한 관리는 벌레뿐만 아니라 올인원타워의 고장도 예방해 줍니다. 그리고 lg 코드제로 a9s 올인원타워 제일 하단을 보면 고성능 배기 필터가 장착되어 있는데 먼지봉투만큼은 아니어도 한 번씩 꺼내보고 더러워졌다 싶으면 한 번씩 교체해 주는 것이 좋습니다. 배기 필터를 통해 나온 공기는 우리가 집적 마시게 되니까요. lg 코드제로 a9s 올인원타워 관리 팁을 안내하는 첫 번째 포스팅에서 영상으로도 한번 보여드렸는데 습하고 먼지가 많이 발생하는 여름에는 조금 더 부지런하게 자주 무선 청소기 내부를 관리해 주는 게 좋습니다. 먼지통뿐만 아니라 이렇게 필터까지 한번 꺼내서 털어주고 물로 씻어주고 그리고 물티슈로 닦아주기만 해도 처음 샀을 때처럼 상큼하고 깔끔한 lg 코드제로 a9s 올인원타워를 유지할 수 있어요. 지난 포스팅 링크를 남겨 둘 테니 lg 코드제로 a9s의 무선 청소기 필터 분해 방법이 궁금한 분들은 참고하세요. 온 가족이 코로나 확진으로 집에서만 뒹굴뒹굴하는 사이 봄이 온 세상을 뒤덮었더군요. 그래서 오랜만에 봄... 그리고 이거 많이들 잊고 넘어가시는데 무선 청소기의 흡입구도 관리가 필요합니다. 대단한 걸 해야 하는 건 아니고 그냥 손이 닿는 범위만이라도 물티슈로 닦아주면 충분해요. 흡입구 관리를 하지 않으면 이물질이 쌓여 성능 저하의 원이 되기 때문이에요. 그리고 음식물이 묻어 있을 경우 불쾌한 냄새의 원인이 되기도 하죠. 흡입구를 닦을 땐 연장관과 브러시도 함께해 주면 더 좋아요. 특히 연장관에는 이물질이 쌓이면 더 곤란하니까 한 번씩만 닦아주고 내부가 막히진 않았는지도 점검해 주면 좋답니다. 브러시도 머리카락과 먼지가 엉켜있는 경우가 많으니 한 번씩 관리해 주면 청소 효율이 많이 올라가요. lg 코드제로 a9s 올인원타워의 관리 팁을 매번 알려드리고 있는데 보시면 아시겠지만 비슷한 내용을 계속 말씀드리고 있어요. 왜일까요. 무선 청소기 관리에는 많은 것이 필요하지 않음에도 사용만 하고 방치하는 경우가 더 많기 때문이에요. 특히 올인원타워의 먼지봉투와 무선 청소기의 필터 관리는 잘 모르고 넘어가는 분도 있지만 귀찮아서 안 하는 분들이 많거든요. 그래서 매번 잔소리처럼 다루고 있는 겁니다. 조금만 부지런히 관리를 해준다면 덥고 습한 여름에도 고장 없이 무선 청소기를 잘 쓸 수 있을 겁니다. 우리의 소중한 lg 코드제로 a9s 올인원타워를 새것과 같은 성능으로 고장 없이 오래 사용하고 싶다면 지금부터라도 함께 관리해 보자고요.,valid_match,0,필터/먼지봉투 청소 및 교체 관리,0,T0_I0,0.16570343,1.5205984
81,81008,/content/drive/MyDrive/LG/0530/CodeZero_분석용_데이터/images/0081/img_08.jpg,8,266.0,0.1552816778421402,관리,그리고 올인원타워 내부의 먼지 봉투 교체를 위해 꺼내보면 먼지를 흡입하는 강력한 모터 주변에 먼지가 꽤 많이 묻어있는 걸 볼 수 있을 거예요. 이런 먼지도 그냥 방치하면 나중에 찌든 때가 되고 일부는 모터로 들어가 lg 코드제로 a9s 올인원타워의 수명을 단축하는 원인이 되기도 합니다. 먼지 봉투를 교체할 때 물티슈로 한 번만 닦아줘도 깨끗해지니까 귀찮아하지 말고 1~2개월에 한 번만 슥~ 닦아 주세요. 깨끗한 관리는 벌레뿐만 아니라 올인원타워의 고장도 예방해 줍니다. 그리고 lg 코드제로 a9s 올인원타워 제일 하단을 보면 고성능 배기 필터가 장착되어 있는데 먼지봉투만큼은 아니어도 한 번씩 꺼내보고 더러워졌다 싶으면 한 번씩 교체해 주는 것이 좋습니다. 배기 필터를 통해 나온 공기는 우리가 집적 마시게 되니까요. lg 코드제로 a9s 올인원타워 관리 팁을 안내하는 첫 번째 포스팅에서 영상으로도 한번 보여드렸는데 습하고 먼지가 많이 발생하는 여름에는 조금 더 부지런하게 자주 무선 청소기 내부를 관리해 주는 게 좋습니다. 먼지통뿐만 아니라 이렇게 필터까지 한번 꺼내서 털어주고 물로 씻어주고 그리고 물티슈로 닦아주기만 해도 처음 샀을 때처럼 상큼하고 깔끔한 lg 코드제로 a9s 올인원타워를 유지할 수 있어요. 지난 포스팅 링크를 남겨 둘 테니 lg 코드제로 a9s의 무선 청소기 필터 분해 방법이 궁금한 분들은 참고하세요. 온 가족이 코로나 확진으로 집에서만 뒹굴뒹굴하는 사이 봄이 온 세상을 뒤덮었더군요. 그래서 오랜만에 봄... 그리고 이거 많이들 잊고 넘어가시는데 무선 청소기의 흡입구도 관리가 필요합니다. 대단한 걸 해야 하는 건 아니고 그냥 손이 닿는 범위만이라도 물티슈로 닦아주면 충분해요. 흡입구 관리를 하지 않으면 이물질이 쌓여 성능 저하의 원이 되기 때문이에요. 그리고 음식물이 묻어 있을 경우 불쾌한 냄새의 원인이 되기도 하죠. 흡입구를 닦을 땐 연장관과 브러시도 함께해 주면 더 좋아요. 특히 연장관에는 이물질이 쌓이면 더 곤란하니까 한 번씩만 닦아주고 내부가 막히진 않았는지도 점검해 주면 좋답니다. 브러시도 머리카락과 먼지가 엉켜있는 경우가 많으니 한 번씩 관리해 주면 청소 효율이 많이 올라가요. lg 코드제로 a9s 올인원타워의 관리 팁을 매번 알려드리고 있는데 보시면 아시겠지만 비슷한 내용을 계속 말씀드리고 있어요. 왜일까요. 무선 청소기 관리에는 많은 것이 필요하지 않음에도 사용만 하고 방치하는 경우가 더 많기 때문이에요. 특히 올인원타워의 먼지봉투와 무선 청소기의 필터 관리는 잘 모르고 넘어가는 분도 있지만 귀찮아서 안 하는 분들이 많거든요. 그래서 매번 잔소리처럼 다루고 있는 겁니다. 조금만 부지런히 관리를 해준다면 덥고 습한 여름에도 고장 없이 무선 청소기를 잘 쓸 수 있을 겁니다. 우리의 소중한 lg 코드제로 a9s 올인원타워를 새것과 같은 성능으로 고장 없이 오래 사용하고 싶다면 지금부터라도 함께 관리해 보자고요.,valid_match,0,필터/먼지봉투 청소 및 교체 관리,0,T0_I0,0.0940799,1.6173997
